month,day,year,hi,lo,liquid,snow,wind
4,24,2015,23,11,0.4166666666666667,4.38,21.458489102883135
4,25,2015,22,17,0.19666666666666668,1.9966666666666666,13.750066551696202
4,26,2015,33,27,0.0,0.0,10.500028935520087
4,27,2015,44,35,0.008333333333333333,0.0,8.458280767138508
4,28,2015,40,22,0.08333333333333333,0.39,16.666639660181254
4,29,2015,29,21,0.018333333333333333,0.0,14.625030382296092
4,30,2015,41,29,0.0,0.0,11.750043403280133
5,1,2015,43,29,0.0,0.0,10.791641106957256
5,2,2015,39,26,0.0,0.0,9.458408083426892
5,3,2015,41,29,0.0,0.0,4.749973958031922
5,4,2015,39,25,0.03,0.09833333333333333,19.874940682183823
5,5,2015,28,20,0.23,2.3866666666666667,18.458396509218858
5,6,2015,25,20,0.24833333333333332,2.4916666666666667,10.708353105938727
5,7,2015,34,24,0.0,0.0,10.916665702149333
5,8,2015,39,28,0.0,0.0,6.958355999490735
5,9,2015,58,29,0.0,0.0,4.375027488744083
5,10,2015,47,32,0.023333333333333334,0.0,4.041632426301231
5,11,2015,35,23,0.5816666666666666,5.138333333333334,5.750031829072096
5,12,2015,29,23,0.42166666666666663,4.6433333333333335,7.083345872058705
5,13,2015,31,22,0.3016666666666667,3.02,8.083322723642635
5,14,2015,30,29,0.13833333333333334,0.91,5.416683063461384
5,15,2015,34,28,0.04,0.0,9.49993634185581
5,16,2015,32,30,0.018333333333333333,0.0,7.87505642426417
5,17,2015,37,31,0.08,0.0,5.958309702658595
5,18,2015,40,30,0.1416666666666667,0.0,8.166657021493304
5,19,2015,36,33,0.08833333333333333,0.56,8.666674382805356
5,20,2015,37,34,0.051666666666666666,0.0,11.124966724151902
5,21,2015,37,35,0.5833333333333334,0.0,11.458408083426892
5,22,2015,36,30,0.13166666666666668,0.0,9.666662808597323
5,23,2015,34,30,0.09999999999999999,0.0,9.625007233880023
5,24,2015,38,31,0.008333333333333333,0.0,6.541615064989178
5,25,2015,37,28,0.0,0.0,12.000011574208036
5,26,2015,38,31,0.0,0.0,9.416683063461383
5,27,2015,42,33,0.0,0.0,5.708353105938727
5,28,2015,48,37,0.0,0.0,2.9999768515839307
5,29,2015,52,39,0.0,0.0,6.0833227236426355
5,30,2015,43,37,0.0,0.0,9.749997106447992
5,31,2015,52,37,0.09333333333333334,0.0,12.708353105938727
6,1,2015,41,29,0.41,0.16333333333333333,14.124989872567971
6,2,2015,33,27,0.36,3.3966666666666665,16.12501302098404
6,3,2015,36,29,0.07,0.0,8.625007233880021
6,4,2015,40,33,0.0,0.0,4.250002893552009
6,5,2015,43,41,0.0,0.0,9.500028935520088
6,6,2015,53,46,0.0,0.0,7.583363233370757
6,7,2015,56,41,0.0,0.0,3.583328510746652
6,8,2015,64,44,0.0,0.0,3.6249840854639523
6,9,2015,59,42,0.0,0.0,8.124955149943865
6,10,2015,57,41,0.0,0.0,9.874986979015961
6,11,2015,46,40,0.0,0.0,21.249979745135942
6,12,2015,44,37,0.0,0.0,22.083369020474773
6,13,2015,45,39,0.0,0.0,14.7917221264135
6,14,2015,50,36,0.0,0.0,7.666709105429462
6,15,2015,54,39,0.0,0.0,4.833308255882591
6,16,2015,44,39,0.0,0.0,6.6666512343892865
6,17,2015,41,38,0.0,0.0,11.291623745645206
6,18,2015,44,33,0.0,0.0,12.666639660181252
6,19,2015,39,37,0.0,0.0,13.83342399796294
6,20,2015,43,43,0.0,0.0,7.499971064479913
6,21,2015,44,38,0.0,0.0,11.708376254354796
6,22,2015,39,33,0.0,0.0,12.8750332758481
6,23,2015,48,38,0.0,0.0,10.500028935520087
6,24,2015,52,42,0.0,0.0,6.708318383314622
6,25,2015,59,50,0.0,0.0,7.000000000000001
6,26,2015,65,56,0.0,0.0,4.916665702149331
6,27,2015,66,57,0.041666666666666664,0.0,6.124978298359935
6,28,2015,67,52,0.11,0.0,8.624937788631813
6,29,2015,59,52,0.06166666666666666,0.0,10.583363233370756
6,30,2015,61,50,0.0,0.0,5.874998553223996
7,1,2015,65,54,0.0,0.0,5.916654127941296
7,2,2015,63,53,0.0,0.0,8.0416555747173
