month,day,year,hi,lo,liquid,snow,wind
4,24,2015,34,29,0.0,0.0,4.541638213405248
4,25,2015,35,28,0.026666666666666665,0.33,7.541615064989179
4,26,2015,39,24,0.6833333333333333,6.29,15.750101274320304
4,27,2015,26,26,0.8933333333333332,7.903333333333334,13.999942128959827
4,28,2015,32,24,1.3933333333333333,11.113333333333333,20.375015914536046
4,29,2015,29,23,0.7466666666666668,7.283333333333333,11.749973958031923
4,30,2015,26,24,0.81,8.243333333333334,10.875021701640065
5,1,2015,26,25,0.5866666666666667,6.0600000000000005,5.916677276357365
5,2,2015,36,23,0.060000000000000005,0.5666666666666667,5.875021701640066
5,3,2015,38,24,0.0,0.0,4.041644000509265
5,4,2015,41,24,0.0,0.0,5.208335744626674
5,5,2015,45,26,0.0,0.0,6.874998553223996
5,6,2015,43,30,0.0,0.0,6.291704765101448
5,7,2015,35,30,0.02666666666666667,0.10666666666666666,4.1249667241519
5,8,2015,44,34,0.06333333333333334,0.2,7.7499623838238865
5,9,2015,36,31,0.05333333333333333,0.09333333333333334,10.833366126922767
5,10,2015,42,31,0.08666666666666667,0.18333333333333335,8.875056424264171
5,11,2015,46,31,0.03666666666666667,0.06666666666666667,12.708353105938727
5,12,2015,53,36,0.0,0.0,7.9375
5,13,2015,55,38,0.02,0.0,3.416671489253348
5,14,2015,50,34,0.0,0.0,3.2500144677600438
5,15,2015,49,34,0.0,0.0,4.833342978506696
5,16,2015,48,32,0.0,0.0,4.083322723642635
5,17,2015,51,32,0.0,0.0,3.624984085463952
5,18,2015,50,36,0.0,0.0,6.000011574208035
5,19,2015,48,43,0.06999999999999999,0.0,3.2916700424773437
5,20,2015,46,45,0.026666666666666665,0.0,4.041667148925335
5,21,2015,46,42,0.006666666666666667,0.0,7.375004340328013
5,22,2015,52,44,0.21,0.0,7.750008680656027
5,23,2015,49,40,0.36,0.0,9.250060764592183
5,24,2015,47,39,0.04,0.0,6.541661361821318
5,25,2015,47,40,0.0,0.0,7.666685957013391
5,26,2015,48,34,0.013333333333333334,0.0,5.541661361821317
5,27,2015,38,35,0.19666666666666668,0.0,6.083299575226565
5,28,2015,48,38,0.006666666666666667,0.0,10.83335455271473
5,29,2015,52,40,0.0,0.0,7.583351659162722
5,30,2015,53,41,0.0,0.0,4.083334297850669
5,31,2015,46,43,0.0,0.0,7.708353105938727
6,1,2015,56,37,0.0,0.0,5.541672936029352
6,2,2015,51,38,0.006666666666666667,0.0,6.458338638178683
6,3,2015,45,36,0.39,0.0,8.124978298359935
6,4,2015,38,36,0.7866666666666666,0.0,16.916619405317192
6,5,2015,42,33,0.7133333333333333,0.0,16.458303915554577
6,6,2015,37,36,0.5933333333333334,1.5066666666666668,10.583351659162723
6,7,2015,36,32,1.7766666666666666,1.2633333333333332,17.041701871549442
6,8,2015,35,33,0.15333333333333335,0.4133333333333333,13.250060764592185
6,9,2015,39,32,0.023333333333333334,0.18333333333333335,9.208324170418638
6,10,2015,35,30,0.3833333333333333,1.7733333333333334,10.70834153173069
6,11,2015,34,31,0.6433333333333333,4.510000000000001,6.958332851074666
6,12,2015,35,34,0.05666666666666667,0.32,8.541696084445423
6,13,2015,43,42,0.1733333333333333,0.0,6.374923320871769
6,14,2015,55,47,0.006666666666666667,0.0,9.583351659162721
6,15,2015,55,46,0.0,0.0,8.8333777011308
6,16,2015,48,39,0.26,0.0,4.291646894061274
6,17,2015,47,42,0.25666666666666665,0.0,7.458361786594752
6,18,2015,43,41,0.29333333333333333,0.0,5.999942128959826
6,19,2015,43,40,0.29333333333333333,0.0,7.458338638178684
